"";"systemsGroup";"system";"file";"devId";"dev_answer";"doa";"commit";"blame";"doaValue";"commitValue";"blameValue";"isFA";"DE";"AC";"nCommits";"LOC";"daysLastCommit";"nComAfter";"commitsPerc"
"111";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java";"dev-5456";3;"hit";"hit";"hit";"0,22813";"0,02703";"0,08333";FALSE;1;71;72;467;40;9;1,33333333333333
"112";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java";"dev-5450";3;"hit";"hit";"hit";"0,24657";"0,05405";"0,05682";FALSE;2;70;72;467;21;4;2,66666666666667
"113";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java";"dev-5457";3;"hit";"hit";"miss";"0,28348";"0,10811";"0,11364";FALSE;4;68;72;467;41;10;5,33333333333333
"114";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java";"dev-5459";3;"hit";"hit";"hit";"0,24657";"0,05405";"0,01515";FALSE;2;70;72;467;22;5;2,66666666666667
"115";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java";"dev-5453";2;"hit";"hit";"hit";"0,24657";"0,05405";"0,00379";FALSE;2;70;72;467;12;0;2,66666666666667
"116";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/AddressService.java";"dev-5449";5;"hit";"hit";"hit";"1";"0,33333";"1";TRUE;0;5;5;14;323;5;16,6666666666667
"117";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/AddressService.java";"dev-5446";4;"hit";"hit";"hit";"0,8995";"1";"0,23077";FALSE;3;2;5;14;146;2;50
"118";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/AddressService.java";"dev-5451";4;"hit";"hit";"hit";"0,77057";"0,33333";"0,46154";FALSE;1;4;5;14;42;1;16,6666666666667
"119";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/AddressService.java";"dev-5459";4;"hit";"hit";"hit";"0,77057";"0,33333";"0,15385";FALSE;1;4;5;14;18;0;16,6666666666667
"120";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/SubscriptionService.java";"dev-5449";3;"hit";"hit";"miss";"0,48326";"0,16667";"0,125";FALSE;2;11;13;25;125;4;12,5
"121";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/SubscriptionService.java";"dev-5454";2;"hit";"hit";"hit";"0";"0";"0,05";FALSE;0;13;13;25;131;6;0
"122";"Commercial";"commercial#1";"hot-funnel-web/src/main/java/com/hotmart/marketplace/rest/FunnelController.java";"dev-5446";5;"hit";"hit";"hit";"1";"1";"1";TRUE;22;5;27;240;107;0;79,3103448275862
"123";"Commercial";"commercial#1";"hot-funnel-web/src/main/java/com/hotmart/marketplace/rest/FunnelController.java";"dev-5449";3;"hit";"hit";"hit";"0,37066";"0,13043";"0,08247";FALSE;3;24;27;240;162;9;10,3448275862069
"124";"Commercial";"commercial#1";"hot-funnel-web/src/main/java/com/hotmart/marketplace/rest/FunnelController.java";"dev-5451";2;"hit";"hit";"hit";"0,34688";"0,08696";"0,06701";FALSE;2;25;27;240;158;8;6,89655172413793
"125";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/OfferService.java";"dev-5454";5;"hit";"hit";"hit";"1";"1";"1";TRUE;16;1;17;17;40;1;94,4444444444444
"126";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/OfferService.java";"dev-5451";2;"hit";"hit";"hit";"0,37505";"0,05882";"0";FALSE;1;16;17;17;34;0;5,55555555555556
"127";"Commercial";"commercial#1";"hot-eticket-ejb/src/main/java/com/hotmart/marketplace/eticket/vo/request/CheckinRequestVO.java";"dev-5446";1;"hit";"hit";"hit";"0";"0";"0,02941";FALSE;0;4;4;38;218;2;0
"128";"Commercial";"commercial#1";"hot-eticket-ejb/src/main/java/com/hotmart/marketplace/eticket/vo/request/CheckinRequestVO.java";"dev-5451";3;"miss";"miss";"miss";"0,74853";"0,66667";"0,58824";FALSE;2;2;4;38;42;0;33,3333333333333
"129";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java";"dev-5456";4;"miss";"miss";"miss";"0,15167";"0,04286";"0,00483";FALSE;3;173;176;860;40;21;1,68539325842697
"130";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java";"dev-5457";5;"miss";"hit";"miss";"0,2935";"0,21429";"0,06393";FALSE;15;161;176;860;3;0;8,42696629213483
"131";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java";"dev-5455";1;"hit";"hit";"hit";"0,16348";"0,05714";"0,00121";FALSE;4;172;176;860;43;24;2,24719101123596
"132";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java";"dev-5458";2;"hit";"hit";"hit";"0,12804";"0,01429";"0,00121";FALSE;1;175;176;860;50;29;0,561797752808989
"133";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java";"dev-5459";3;"miss";"miss";"miss";"0,6724";"0,67143";"1";FALSE;47;129;176;860;21;10;26,4044943820225
"134";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java";"dev-5461";2;"hit";"hit";"hit";"0,12804";"0,01429";"0,02051";FALSE;1;175;176;860;22;12;0,561797752808989
"135";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/membership/service/MembershipService.java";"dev-5454";4;"hit";"hit";"hit";"0,9848";"1";"0,83333";FALSE;5;4;9;7;205;2;50
"136";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/membership/service/MembershipService.java";"dev-5451";2;"miss";"miss";"miss";"0,92387";"0,8";"1";FALSE;4;5;9;7;174;0;40
"137";"Commercial";"commercial#1";"hot-listboss-ejb/src/main/java/com/hotmart/listboss/provider/impl/ListBossIntegrationLeadLovers.java";"dev-5454";5;"hit";"hit";"hit";"1";"1";"1";TRUE;3;3;6;93;113;0;57,1428571428571
"138";"Commercial";"commercial#1";"hot-listboss-ejb/src/main/java/com/hotmart/listboss/provider/impl/ListBossIntegrationLeadLovers.java";"dev-5449";3;"miss";"miss";"miss";"0,75259";"0,75";"0,16162";FALSE;3;3;6;93;244;3;42,8571428571429
"139";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java";"dev-5456";5;"hit";"hit";"hit";"0,68071";"0,375";"0,32517";FALSE;3;27;30;399;14;2;9,67741935483871
"140";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java";"dev-5458";3;"hit";"hit";"hit";"0,59293";"0,125";"0,03846";FALSE;1;29;30;399;153;21;3,2258064516129
"141";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java";"dev-5457";1;"hit";"hit";"hit";"0,59293";"0,125";"0,0035";FALSE;1;29;30;399;124;12;3,2258064516129
"142";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java";"dev-5459";3;"miss";"miss";"hit";"0,68071";"0,375";"0,00699";FALSE;3;27;30;399;25;3;9,67741935483871
"143";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java";"dev-5453";2;"miss";"miss";"hit";"0,63677";"0,25";"0,01049";FALSE;2;28;30;399;12;0;6,45161290322581
"144";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/BankingDocumentBuilder.java";"dev-5449";5;"hit";"hit";"miss";"0,72811";"0,5";"0,09524";FALSE;1;4;5;19;292;4;16,6666666666667
"145";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/BankingDocumentBuilder.java";"dev-5451";5;"hit";"hit";"hit";"1";"1";"1";TRUE;1;4;5;19;292;3;33,3333333333333
"146";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/BankingDocumentBuilder.java";"dev-5446";1;"miss";"miss";"hit";"0,78646";"1";"0,09524";FALSE;2;3;5;19;139;0;33,3333333333333
"147";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/BankingDocumentBuilder.java";"dev-5454";3;"miss";"miss";"hit";"0,72811";"0,5";"0";FALSE;1;4;5;19;140;1;16,6666666666667
"148";"Commercial";"commercial#1";"hot-affiliation-web/src/main/java/com/hotmart/marketplace/rest/AffiliationBonusController.java";"dev-5451";5;"hit";"hit";"hit";"1";"1";"1";TRUE;20;7;27;144;153;3;70
"149";"Commercial";"commercial#1";"hot-affiliation-web/src/main/java/com/hotmart/marketplace/rest/AffiliationBonusController.java";"dev-5449";3;"hit";"hit";"hit";"0,36769";"0,09524";"0,01258";FALSE;2;25;27;144;209;14;6,66666666666667
"150";"Commercial";"commercial#1";"hot-affiliation-web/src/main/java/com/hotmart/marketplace/rest/AffiliationBonusController.java";"dev-5446";2;"hit";"hit";"hit";"0,4182";"0,19048";"0,05031";FALSE;4;23;27;144;139;0;13,3333333333333
"151";"Commercial";"commercial#1";"hot-affiliation-web/src/main/java/com/hotmart/marketplace/rest/AffiliationBonusController.java";"dev-5454";2;"hit";"hit";"hit";"0,34255";"0,04762";"0";FALSE;1;26;27;144;140;1;3,33333333333333
"152";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/product/service/ProductService.java";"dev-5459";4;"miss";"miss";"miss";"0,0933";"0,0303";"0,02679";FALSE;4;168;172;87;160;31;2,29885057471264
"153";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/product/service/ProductService.java";"dev-5457";3;"hit";"hit";"hit";"0,07314";"0,00758";"0,01786";FALSE;1;171;172;87;124;23;0,574712643678161
"154";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/product/service/RoyaltiesService.java";"dev-5459";4;"hit";"hit";"hit";"1";"1";"0,12766";TRUE;0;1;1;31;160;1;50
"155";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/RefundService.java";"dev-5456";5;"hit";"hit";"hit";"0,70777";"0,25";"1";FALSE;1;11;12;21;40;2;7,69230769230769
"156";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/RefundService.java";"dev-5458";3;"miss";"miss";"miss";"0,70777";"0,25";"0,11111";FALSE;1;11;12;21;153;7;7,69230769230769
"157";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/RefundService.java";"dev-5457";1;"miss";"miss";"hit";"0,70777";"0,25";"0";FALSE;1;11;12;21;124;6;7,69230769230769
"158";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/RefundService.java";"dev-5453";3;"miss";"miss";"hit";"0,75885";"0,5";"0,05556";FALSE;2;10;12;21;12;0;15,3846153846154
"159";"Commercial";"commercial#1";"hot-product-web/src/test/java/com/hotmart/marketplace/rest/CoProducerProductControllerIntegrationTest.java";"dev-5454";5;"hit";"hit";"miss";"0,9592";"1";"0,07143";FALSE;3;0;3;96;39;0;60
"160";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/luzdaserra/LuzDaSerraLivroFisicoPurchaseNotifier.java";"dev-5449";2;"miss";"miss";"hit";"0,61546";"0,2";"0";FALSE;1;6;7;18;133;1;12,5
"161";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/luzdaserra/LuzDaSerraLivroFisicoPurchaseNotifier.java";"dev-5446";3;"miss";"miss";"miss";"1";"1";"1";TRUE;4;3;7;18;244;3;62,5
"162";"Commercial";"commercial#1";"hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/luzdaserra/LuzDaSerraLivroFisicoPurchaseNotifier.java";"dev-5451";2;"miss";"miss";"miss";"0,66185";"0,4";"0,11538";FALSE;2;5;7;18;34;0;25
"163";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java";"dev-5449";5;"miss";"miss";"miss";"0,13703";"0,03614";"0,02212";FALSE;3;95;98;371;81;38;3,03030303030303
"164";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java";"dev-5459";4;"miss";"miss";"miss";"0,14692";"0,04819";"0";FALSE;4;94;98;371;25;6;4,04040404040404
"165";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java";"dev-5454";5;"hit";"hit";"hit";"1";"1";"1";TRUE;82;16;98;371;20;1;83,8383838383838
"166";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java";"dev-5446";1;"hit";"hit";"hit";"0,12715";"0,0241";"0,00885";FALSE;2;96;98;371;7;0;2,02020202020202
"167";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java";"dev-5457";2;"hit";"hit";"hit";"0,11726";"0,01205";"0,02876";FALSE;1;97;98;371;124;51;1,01010101010101
"168";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java";"dev-5449";5;"hit";"hit";"hit";"0,68228";"0,5098";"1";TRUE;25;64;89;632;32;3;28,8888888888889
"169";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java";"dev-5446";4;"miss";"miss";"hit";"0,3044";"0,15686";"0,19888";FALSE;8;81;89;632;68;20;8,88888888888889
"170";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java";"dev-5451";4;"hit";"hit";"hit";"1";"1";"0,81513";FALSE;51;38;89;632;27;1;56,6666666666667
"171";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java";"dev-5457";3;"hit";"hit";"hit";"0,19236";"0,01961";"0,03922";FALSE;1;88;89;632;124;32;1,11111111111111
"172";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java";"dev-5459";3;"hit";"hit";"hit";"0,20836";"0,03922";"0,03081";FALSE;2;87;89;632;27;2;2,22222222222222
"173";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java";"dev-5454";3;"hit";"hit";"hit";"0,20836";"0,03922";"0,0084";FALSE;2;87;89;632;26;0;2,22222222222222
"174";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/membershipdataaccess/service/MembershipDataAccessService.java";"dev-5454";4;"hit";"hit";"hit";"0,8995";"1";"0,33333";FALSE;3;2;5;9;205;0;50
"175";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/membershipdataaccess/service/MembershipDataAccessService.java";"dev-5451";2;"miss";"miss";"miss";"0,83232";"0,66667";"1";FALSE;2;3;5;9;207;1;33,3333333333333
"176";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/product/service/impl/RoyaltiesServiceImpl.java";"dev-5459";4;"hit";"hit";"miss";"1";"0,66667";"0,09363";TRUE;1;6;7;459;56;2;25
"177";"Commercial";"commercial#1";"hot-product-web/src/main/java/com/hotmart/marketplace/rest/RestMethods.java";"dev-5459";5;"miss";"miss";"miss";"0,20502";"0,12048";"0,01333";FALSE;10;114;124;90;5;1;7,8125
"178";"Commercial";"commercial#1";"hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationService.java";"dev-5457";1;"hit";"hit";"hit";"0,36954";"0,05263";"0,06667";FALSE;1;38;39;36;124;8;2,38095238095238
"179";"Commercial";"commercial#1";"hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationService.java";"dev-5459";3;"hit";"hit";"miss";"0,42542";"0,15789";"0,33333";FALSE;3;36;39;36;67;0;7,14285714285714
"180";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/withdraw/service/impl/TransactionManagerServiceImpl.java";"dev-5456";2;"hit";"miss";"miss";"0,52785";"0,2";"0,12979";FALSE;2;18;20;365;14;0;9,52380952380952
"181";"Commercial";"commercial#1";"hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/withdraw/service/impl/TransactionManagerServiceImpl.java";"dev-5459";2;"miss";"miss";"miss";"0,63578";"0,5";"1";FALSE;5;15;20;365;126;3;23,8095238095238
"182";"Commercial";"commercial#1";"hot-listboss-web/src/main/java/com/hotmart/listboss/rest/RestMethods.java";"dev-5459";5;"miss";"miss";"miss";"0,42837";"0,16667";"0,0303";FALSE;3;20;23;29;152;6;12,5
"183";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/salespage/service/impl/SalesPageServiceImpl.java";"dev-5449";4;"miss";"miss";"miss";"0,45273";"0,10526";"0";FALSE;2;32;34;194;176;30;5,71428571428571
"184";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/salespage/service/impl/SalesPageServiceImpl.java";"dev-5454";5;"hit";"hit";"hit";"0,84164";"0,47368";"1";TRUE;8;26;34;194;54;18;25,7142857142857
"185";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/salespage/service/impl/SalesPageServiceImpl.java";"dev-5448";1;"hit";"hit";"miss";"0,42128";"0,05263";"0,11486";FALSE;1;33;34;194;61;19;2,85714285714286
"186";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/salespage/service/impl/SalesPageServiceImpl.java";"dev-5446";1;"hit";"hit";"hit";"0,48424";"0,15789";"0,02027";FALSE;3;31;34;194;139;22;8,57142857142857
"187";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/salespage/service/impl/SalesPageServiceImpl.java";"dev-5451";2;"miss";"miss";"miss";"1";"1";"0,60811";FALSE;19;15;34;194;0;0;54,2857142857143
"188";"Commercial";"commercial#1";"hot-product-ejb/src/main/java/com/hotmart/marketplace/salespage/service/impl/SalesPageServiceImpl.java";"dev-5459";2;"hit";"hit";"hit";"0,42128";"0,05263";"0,00676";FALSE;1;33;34;194;49;17;2,85714285714286
"189";"Commercial";"commercial#1";"hot-purchase-web/src/main/java/com/hotmart/marketplace/rest/PostbackController.java";"dev-5455";5;"miss";"hit";"miss";"0,54359";"0,27273";"0,08824";FALSE;3;15;18;115;36;1;15,7894736842105
"190";"Commercial";"commercial#1";"hot-purchase-web/src/main/java/com/hotmart/marketplace/rest/PostbackController.java";"dev-5457";5;"miss";"hit";"hit";"0,57828";"0,36364";"0,15686";FALSE;4;14;18;115;35;0;21,0526315789474
"191";"Commercial";"commercial#1";"hot-purchase-web/src/main/java/com/hotmart/marketplace/rest/PostbackController.java";"dev-5451";2;"miss";"miss";"miss";"1";"1";"1";TRUE;10;8;18;115;112;8;57,8947368421053
"192";"Commercial";"commercial#1";"hot-purchase-web/src/main/java/com/hotmart/marketplace/rest/PostbackController.java";"dev-5459";2;"hit";"hit";"hit";"0,4749";"0,09091";"0,02941";FALSE;1;17;18;115;55;7;5,26315789473684
"193";"Commercial";"commercial#1";"hot-product-web/src/test/java/com/hotmart/marketplace/rest/ProductControllerIntegrationTest.java";"dev-5454";5;"hit";"hit";"hit";"1";"1";"1";FALSE;24;2;26;796;7;0;88,8888888888889
"194";"Commercial";"commercial#1";"hot-product-web/src/test/java/com/hotmart/marketplace/rest/ProductControllerIntegrationTest.java";"dev-5451";3;"hit";"hit";"hit";"0,35064";"0,04167";"0";FALSE;1;25;26;796;105;24;3,7037037037037
"195";"Commercial";"commercial#1";"hot-listboss-ejb/src/main/java/com/hotmart/listboss/provider/impl/ActiveCampaignClient.java";"dev-5454";5;"hit";"hit";"hit";"1";"1";"1";TRUE;5;4;9;139;117;1;60
"196";"Commercial";"commercial#1";"hot-listboss-ejb/src/main/java/com/hotmart/listboss/provider/impl/ActiveCampaignClient.java";"dev-5449";3;"hit";"hit";"hit";"0,58617";"0,16667";"0,00568";FALSE;1;8;9;139;111;0;10
"197";"Commercial";"commercial#1";"hot-listboss-ejb/src/main/java/com/hotmart/listboss/provider/impl/ActiveCampaignClient.java";"dev-5446";1;"miss";"miss";"hit";"0,67322";"0,5";"0";FALSE;3;6;9;139;139;5;30
"198";"Commercial";"commercial#1";"hot-userprofile-web/src/main/java/com/hotmart/marketplace/userprofile/rest/RestMethods.java";"dev-5449";5;"hit";"hit";"miss";"1";"0,96296";"0,00794";TRUE;25;37;62;95;106;10;41,2698412698413
"199";"Commercial";"commercial#1";"hot-userprofile-web/src/main/java/com/hotmart/marketplace/userprofile/rest/RestMethods.java";"dev-5446";5;"miss";"miss";"miss";"0,31426";"0,07407";"0,03175";FALSE;2;60;62;95;179;14;3,17460317460317
"200";"Commercial";"commercial#1";"hot-userprofile-web/src/main/java/com/hotmart/marketplace/userprofile/rest/RestMethods.java";"dev-5451";5;"hit";"hit";"hit";"0,89723";"1";"1";FALSE;27;35;62;95;61;2;42,8571428571429
