message;systemsGroup;system;file;answer;doa;commit;blame;newApproach;doaV;CommitV;blameV;nDevs;isFirst;DE;nChanges;devCommits;nCommits;LoComm;LoCode;devChurn;fileChurn;daysLastChange;daysLC;daysSurvey;nComAfter;dateLC;last10-s;last10
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-commons-api/components/users/users.js;3;FALSE;FALSE;TRUE;FALSE;0,58299;0,16667;0,46429;3;FALSE;1;7;1;8;0;34;20;105;0;75;98;1;03:29,0;nynnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;packages/hotmart-components-bootstrap4/components/textarea/textarea-counter.html;2;TRUE;TRUE;TRUE;TRUE;0,64754;0,25;0,66667;3;FALSE;1;8;1;10;0;29;16;80;5;5;29;0;48:09,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-utils/helpers/charts.js;4;TRUE;FALSE;TRUE;TRUE;0,40815;0,20833;0,0625;6;FALSE;5;45;5;52;10;116;39;515;0;35;58;1;14:34,0;nynnnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/ui-utils/helpers/charts.js;3;FALSE;FALSE;FALSE;FALSE;0,31231;0,04167;0,04464;6;FALSE;1;45;1;52;10;116;11;515;0;83;106;5;15:41,0;nnnnnynnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/templates/password/change/change.js;2;TRUE;TRUE;FALSE;TRUE;0,68351;0,33333;0,04167;5;FALSE;1;7;1;14;0;23;2;39;0;39;62;1;52:23,0;nynnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/index.js;4;FALSE;FALSE;FALSE;FALSE;0,80516;0,5;0,23077;6;FALSE;2;10;2;13;0;15;7;96;7;7;30;0;14:35,0;yynnnnnnnn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/index.js;2;TRUE;TRUE;FALSE;TRUE;0,75053;0,25;0;6;FALSE;1;10;1;13;0;15;1;96;7;85;108;6;34:06,0;nnnnnnynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/app-test/index.js;5;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;0;2;1;3;1;31;36;42;0;43;66;2;52:23,0;nny;1
OK Maintainer;Commercial;hot-vulcano;imports/server/methods/api-core/hotlinks.js;5;FALSE;FALSE;FALSE;FALSE;0,82932;1;0,33333;2;FALSE;1;1;1;2;0;7;3;10;67;67;90;0;15:06,0;yn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-accounts/routes.js;3;FALSE;FALSE;FALSE;FALSE;0,56211;0,15385;0;6;FALSE;2;30;2;36;0;16;7;115;7;36;59;1;02:26,0;nyynnnnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/sales-src.js;5;FALSE;FALSE;FALSE;FALSE;0,81856;1;0,63158;5;FALSE;4;13;4;14;0;105;45;159;5;5;28;0;53:50,0;yyynnnnnnn;3
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/sales-src.js;3;TRUE;TRUE;TRUE;TRUE;0,67162;0,25;0,15789;5;FALSE;1;13;1;14;0;105;18;159;5;71;94;3;27:39,0;nnnynnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/manage/info/info.html;5;TRUE;TRUE;FALSE;TRUE;0,30318;0,09677;0,32258;6;FALSE;3;57;3;65;0;76;15;869;15;15;38;0;33:51,0;ynnnyynnnn;3
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-components/mixins/form/input-mask-cnpj.js;4;FALSE;FALSE;FALSE;FALSE;0,60947;0,2;0,18182;2;FALSE;1;5;1;6;0;22;8;40;0;0;23;0;10:52,0;ynnnnn;1
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-components/mixins/form/input-mask-cnpj.js;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;4;5;5;6;0;22;32;40;0;33;56;1;08:29,0;nyyyyy;5
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-accounts-sharing/schemas.js;3;TRUE;TRUE;TRUE;TRUE;0,7526;0,33333;1;5;FALSE;2;15;2;16;0;93;276;403;0;61;84;3;26:56,0;nnnyynnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/templates/selfbilling.js;4;FALSE;FALSE;FALSE;FALSE;0,83923;1;0,52632;4;FALSE;3;6;3;8;1;36;39;158;0;32;55;2;28:09,0;nnyyynnn;3
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-containers/components/data/table.js;2;FALSE;FALSE;TRUE;FALSE;0,37098;0,04348;0,75;6;FALSE;1;36;1;42;0;51;20;399;0;40;63;3;09:49,0;nnnynnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-etickets/schemas.js;4;TRUE;TRUE;TRUE;TRUE;0,44996;0,07692;0,00505;7;FALSE;1;33;1;35;2;310;2;1054;0;64;87;8;37:13,0;nnnnnnnnyn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-etickets/schemas.js;4;FALSE;FALSE;TRUE;FALSE;0,65203;0,53846;0,07576;7;FALSE;7;33;7;35;2;310;48;1054;0;0;23;0;10:52,0;ynnnynnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-etickets/schemas.js;5;FALSE;FALSE;FALSE;FALSE;0,61817;0,46154;0,20707;7;FALSE;6;33;6;35;2;310;188;1054;0;64;87;9;05:26,0;nnnnnnnnny;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-etickets/schemas.js;5;TRUE;FALSE;FALSE;FALSE;0,58439;0,38462;1;7;FALSE;5;33;5;35;2;310;504;1054;0;7;30;1;46:18,0;nynynynnnn;3
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-etickets/schemas.js;2;FALSE;FALSE;FALSE;FALSE;0,44996;0,07692;0,00505;7;FALSE;1;33;1;35;2;310;2;1054;0;53;76;7;42:40,0;nnnnnnnynn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-etickets/schemas.js;2;FALSE;FALSE;FALSE;FALSE;0,48347;0,15385;0;7;FALSE;2;33;2;35;2;310;4;1054;0;33;56;2;10:03,0;nnynnnynnn;2
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/templates/browse.html;4;FALSE;FALSE;TRUE;FALSE;0,69296;0,42857;0;6;FALSE;3;18;3;31;0;22;6;162;5;12;35;1;08:29,0;nyyynnnnnn;3
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/subscriptions-churn-delayed.js;5;FALSE;FALSE;FALSE;FALSE;1;0,8;1;5;TRUE;3;15;4;17;0;89;96;148;0;35;58;1;14:34,0;nyynnnnnnn;2
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-components-bootstrap4/components/file/download.html;5;FALSE;FALSE;FALSE;FALSE;0,80095;1;0,625;3;FALSE;1;2;1;4;0;13;6;17;4;4;27;0;33:55,0;ynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/offers/actions.js;5;FALSE;FALSE;FALSE;FALSE;0,67715;0,33333;0,29412;6;FALSE;1;10;1;13;0;37;10;152;0;14;37;1;03:24,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/offers/actions.js;5;FALSE;FALSE;TRUE;FALSE;0,67715;0,33333;0,05882;6;FALSE;1;10;1;13;0;37;2;152;0;64;87;3;06:26,0;nnnynnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/offers/actions.js;2;TRUE;TRUE;FALSE;TRUE;0,67715;0,33333;0,05882;6;FALSE;1;10;1;13;0;37;1;152;0;53;76;2;42:40,0;nnynnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/checkout-config/routes.js;5;FALSE;FALSE;FALSE;FALSE;0,71756;0,25;0,33333;5;FALSE;1;8;1;14;0;4;2;25;47;47;70;0;46:29,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/checkout-config/routes.js;5;FALSE;FALSE;FALSE;FALSE;0,71756;0,25;0,33333;5;FALSE;1;8;1;14;0;4;2;25;47;70;93;1;46:12,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/media-contents/templates/item.js;4;TRUE;TRUE;TRUE;TRUE;0,51364;0,11111;0,09091;6;FALSE;1;16;1;27;0;71;6;206;0;13;36;1;04:36,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/media-contents/templates/item.js;5;TRUE;FALSE;FALSE;FALSE;0,58784;0,33333;0,20455;6;FALSE;3;16;3;27;0;71;20;206;0;0;23;0;10:52,0;ynnnynnnny;3
Maintainers failure;Commercial;hot-vulcano;imports/client/core-purchases/actions.js;4;TRUE;TRUE;FALSE;TRUE;0,44021;0,07692;0,45455;7;FALSE;1;24;1;26;0;75;30;353;0;32;55;2;59:31,0;nnynnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-components/mixins/form/input.js;4;FALSE;FALSE;FALSE;FALSE;0,69039;0,33333;0,2;2;FALSE;1;3;1;4;0;17;8;36;0;0;23;0;10:52,0;ynnn;1
Maintainers failure;Commercial;ring-daemon;src/media/video/video_receive_thread.h;5;TRUE;FALSE;FALSE;FALSE;0,52356;0,37143;1;7;FALSE;13;55;13;57;25;58;278;467;27;252;190;2;59:05,0;nnyyyyyyny;7
Maintainers failure;Commercial;ring-daemon;src/media/video/video_receive_thread.h;5;TRUE;TRUE;TRUE;TRUE;0,29054;0,05714;0,03846;7;FALSE;2;55;2;57;25;58;8;467;27;27;35;0;19:10,0;yynnnnnnnn;2
Maintainers failure;Commercial;ring-daemon;bin/dbus/dbusinstance.cpp;4;TRUE;TRUE;FALSE;TRUE;0,58491;0,16667;0,125;12;FALSE;2;40;2;47;19;22;16;359;146;252;190;1;59:05,0;nyyynnnnnn;3
OK Non-Maintainers;Commercial;ring-daemon;bin/dbus/dbusinstance.cpp;1;FALSE;FALSE;FALSE;FALSE;0,54374;0,08333;0,0625;12;FALSE;1;40;1;47;19;22;2;359;146;146;84;0;47:06,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;ring-daemon;contrib/src/get-arch.sh;2;FALSE;FALSE;FALSE;FALSE;0;0;0;4;FALSE;0;1;0;4;0;35;0;37;167;606;545;1;43:28,0;nynn;1
OK Non-Maintainers;Commercial;ring-daemon;src/sip/sdes_negotiator.h;1;FALSE;FALSE;FALSE;FALSE;0,56985;0,09091;0,01754;10;FALSE;1;35;1;39;46;60;2;1456;189;234;172;1;21:30,0;nynnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/audiorecord.cpp;2;FALSE;FALSE;TRUE;FALSE;0,19798;0,02381;0,14286;11;FALSE;1;119;1;125;26;162;26;4260;35;35;42;0;48:18,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/audiorecord.cpp;3;FALSE;TRUE;TRUE;TRUE;0,33537;0,21429;0,48352;11;FALSE;9;119;9;125;26;162;109;4260;35;284;223;1;10:42,0;nyyyyyyyyy;9
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_device_monitor.cpp;1;FALSE;FALSE;FALSE;FALSE;0,4156;0,05263;0,06763;12;FALSE;1;50;1;54;27;251;17;1691;27;35;42;1;49:31,0;nynnnnnnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_device_monitor.cpp;1;FALSE;FALSE;FALSE;FALSE;0,48;0,15789;0,07246;12;FALSE;3;50;3;54;27;251;25;1691;27;296;234;5;54:58,0;nnnnnynnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_device_monitor.cpp;3;FALSE;FALSE;FALSE;FALSE;0,4156;0,05263;0;12;FALSE;1;50;1;54;27;251;2;1691;27;27;35;0;19:10,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/ringdht/namedirectory.h;2;TRUE;TRUE;FALSE;TRUE;0,69039;0,33333;0,01471;2;FALSE;1;3;1;4;17;35;2;91;12;12;20;0;34:53,0;ynnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/sip/pres_sub_server.cpp;2;TRUE;TRUE;TRUE;TRUE;0,82012;0,6;0,11165;9;FALSE;6;28;6;30;51;236;50;630;146;252;190;1;59:05,0;nynyynnynn;4
Non-Maintainers failure;Commercial;ring-daemon;src/sip/pres_sub_server.cpp;2;TRUE;TRUE;TRUE;TRUE;0,77557;0,5;0,13592;9;FALSE;5;28;5;30;51;236;50;630;146;253;192;2;57:13,0;nnynnyynnn;3
OK Non-Maintainers;Commercial;ring-daemon;src/sip/pres_sub_server.cpp;1;FALSE;FALSE;FALSE;FALSE;0,59866;0,1;0,00485;9;FALSE;1;28;1;30;51;236;2;630;146;146;84;0;47:06,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/account_factory.cpp;1;TRUE;TRUE;FALSE;TRUE;0,61251;0,2;0;5;FALSE;1;12;1;14;19;130;4;304;134;134;73;0;19:04,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/winsyslog.h;1;TRUE;TRUE;TRUE;TRUE;0,73872;0,5;0,11111;3;FALSE;1;3;1;4;25;36;7;79;222;222;160;0;40:52,0;ynnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/media/audio/pulseaudio/pulselayer.cpp;1;FALSE;FALSE;FALSE;FALSE;0,06059;0,00676;0,00265;13;FALSE;1;362;1;369;44;647;2;15310;146;146;84;0;47:06,0;ynnnnnnnnn;1
Maintainers failure;Commercial;ring-daemon;bin/dbus/dbusconfigurationmanager.h;4;TRUE;TRUE;TRUE;TRUE;0,50337;0,07143;0,01099;9;FALSE;1;36;1;38;26;115;1;300;23;125;63;3;53:09,0;nnnynnnnnn;1
Maintainers failure;Commercial;ring-daemon;bin/dbus/dbusconfigurationmanager.h;4;TRUE;TRUE;FALSE;TRUE;0,54113;0,14286;0,16484;9;FALSE;2;36;2;38;26;115;48;300;23;277;216;10;25:01,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;bin/dbus/dbusconfigurationmanager.h;2;FALSE;FALSE;FALSE;FALSE;0,50337;0,07143;0,01099;9;FALSE;1;36;1;38;26;115;1;300;23;188;127;5;04:34,0;nnnnnynnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/ice_transport.cpp;1;FALSE;FALSE;FALSE;FALSE;0,24755;0,02857;0,0102;7;FALSE;1;52;1;55;79;838;15;2969;20;293;232;10;05:16,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/ice_transport.cpp;3;FALSE;FALSE;FALSE;FALSE;0,24755;0,02857;0,02948;7;FALSE;1;52;1;55;79;838;36;2969;20;188;127;6;04:34,0;nnnnnnynnn;1
Maintainers failure;Commercial;ring-daemon;src/media/audio/pulseaudio/audiostream.cpp;5;TRUE;TRUE;FALSE;TRUE;0,25916;0,13333;0,63462;12;FALSE;8;138;8;144;27;107;99;2525;146;268;206;2;37:45,0;nnyynynnnn;3
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/pulseaudio/audiostream.cpp;3;FALSE;FALSE;TRUE;FALSE;0,20241;0,06667;0,21154;12;FALSE;4;138;4;144;27;107;36;2525;146;252;190;1;59:05,0;nynnynyyyn;5
OK Non-Maintainers;Commercial;ring-daemon;src/media/audio/pulseaudio/audiostream.cpp;1;FALSE;FALSE;FALSE;FALSE;0,15987;0,01667;0,01923;12;FALSE;1;138;1;144;27;107;2;2525;146;146;84;0;47:06,0;ynnnnnnnnn;1
OK Maintainer;Commercial;ring-daemon;src/logger.cpp;5;FALSE;FALSE;FALSE;FALSE;0,69752;0,625;0,2521;12;FALSE;5;44;5;49;25;198;56;802;8;182;120;2;01:59,0;nnynnnnnnn;1
Maintainers failure;Commercial;ring-daemon;src/logger.cpp;5;TRUE;FALSE;TRUE;TRUE;0,57482;0,25;0,05882;12;FALSE;2;44;2;49;25;198;8;802;8;8;15;0;00:01,0;yynnnnnnnn;2
OK Non-Maintainers;Commercial;ring-daemon;src/threadloop.cpp;3;FALSE;FALSE;FALSE;FALSE;0,53343;0,125;0,01869;7;FALSE;1;18;1;21;20;110;2;321;8;8;15;0;19:19,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/im/instant_messaging.cpp;2;FALSE;FALSE;TRUE;FALSE;0,38242;0,11538;1;13;FALSE;3;74;3;79;75;145;472;2932;139;431;370;6;35:46,0;nnnnnnyyyn;3
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/opensl/audio_recorder.cpp;3;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;1;2;2;3;28;124;184;186;252;287;226;1;34:48,0;nyy;2
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_base.h;2;FALSE;FALSE;FALSE;FALSE;0,32701;0,07692;0;9;FALSE;2;48;2;52;24;118;26;1190;8;394;332;9;59:48,0;nnnnnnnnny;1
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_base.h;3;FALSE;FALSE;FALSE;FALSE;0,3036;0,03846;0,00719;9;FALSE;1;48;1;52;24;118;1;1190;8;8;15;0;19:19,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_base.h;3;FALSE;FALSE;FALSE;FALSE;0,32701;0,07692;0;9;FALSE;2;48;2;52;24;118;2;1190;8;27;35;1;19:10,0;nyynnnnnnn;2
Non-Maintainers failure;Commercial;ring-daemon;bin/dbus/dbusclient.cpp;3;TRUE;TRUE;TRUE;TRUE;0,87974;0,76923;0,22581;9;FALSE;10;35;10;37;29;196;62;1715;23;23;31;0;29:47,0;yynynnnynn;4
OK Non-Maintainers;Commercial;ring-daemon;bin/dbus/dbusclient.cpp;2;FALSE;FALSE;FALSE;FALSE;0,5241;0,07692;0,01075;9;FALSE;1;35;1;37;29;196;1;1715;23;43;51;2;08:00,0;nnynnnnnnn;1
OK Maintainer;Commercial;ring-daemon;src/security/tlsvalidator.cpp;5;FALSE;FALSE;FALSE;FALSE;1;1;1;7;TRUE;11;27;12;30;278;831;1407;1879;92;456;394;4;47:33,0;nnnnynnyyy;4
OK Non-Maintainers;Commercial;ring-daemon;src/security/tlsvalidator.cpp;3;FALSE;FALSE;FALSE;FALSE;0,45389;0,08333;0,00778;7;FALSE;1;27;1;30;278;831;20;1879;92;461;400;5;13:45,0;nnnnnynnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/security/tlsvalidator.cpp;3;TRUE;TRUE;FALSE;TRUE;0,62146;0,5;0,02529;7;FALSE;6;27;6;30;278;831;85;1879;92;92;30;0;49:45,0;ynyynnnnnn;3
OK Non-Maintainers;Commercial;ring-daemon;src/security/tlsvalidator.cpp;1;FALSE;FALSE;FALSE;FALSE;0,45389;0,08333;0,01362;7;FALSE;1;27;1;30;278;831;14;1879;92;145;84;1;59:43,0;nynnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/jack/jacklayer.cpp;1;TRUE;FALSE;FALSE;FALSE;0,65973;0,125;0,00222;8;FALSE;1;19;1;22;66;372;2;765;147;147;85;0;35:07,0;ynnnnnnnnn;1
Maintainers failure;Commercial;ring-daemon;src/smartools.h;4;FALSE;FALSE;TRUE;FALSE;0,82932;1;0,02083;2;FALSE;1;1;1;2;19;27;2;51;82;82;21;0;24:37,0;yn;1
OK Maintainer;Commercial;ring-daemon;src/security/tlsvalidator.h;5;FALSE;FALSE;FALSE;FALSE;1;1;1;5;TRUE;7;17;8;20;79;188;310;396;91;490;429;4;52:00,0;nnnnyynyyn;4
OK Non-Maintainers;Commercial;ring-daemon;src/security/tlsvalidator.h;3;FALSE;FALSE;FALSE;FALSE;0,53416;0,125;0,00383;5;FALSE;1;17;1;20;79;188;2;396;91;461;400;3;13:45,0;nnnynnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/security/tlsvalidator.h;3;TRUE;TRUE;FALSE;TRUE;0,72953;0,75;0,0728;5;FALSE;6;17;6;20;79;188;45;396;91;91;30;0;52:36,0;yyynnnnnny;4
Non-Maintainers failure;Commercial;ring-daemon;src/client/presencemanager.cpp;1;TRUE;FALSE;FALSE;FALSE;0,69057;0,16667;0,0082;9;FALSE;1;23;1;26;36;109;2;644;146;146;84;0;47:06,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/sinkclient.cpp;2;FALSE;FALSE;FALSE;FALSE;0,39714;0,05556;0;13;FALSE;1;52;1;56;31;289;3;1159;8;496;435;15;25:09,0;nnnnnnnnnn;0
Non-Maintainers failure;Commercial;ring-daemon;src/media/video/sinkclient.cpp;3;FALSE;FALSE;TRUE;FALSE;0,45894;0,16667;0,10067;13;FALSE;3;52;3;56;31;289;29;1159;8;403;342;5;10:08,0;nnnnnynynn;2
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/sinkclient.cpp;3;FALSE;FALSE;FALSE;FALSE;0,39714;0,05556;0,00671;13;FALSE;1;52;1;56;31;289;1;1159;8;8;15;0;19:19,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/sound/dtmfgenerator.cpp;1;TRUE;FALSE;FALSE;FALSE;0,63999;0,14286;0,02174;17;FALSE;1;42;1;50;35;80;1;1261;8;8;15;0;19:19,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/sip/siptransport.cpp;1;FALSE;FALSE;FALSE;FALSE;0,16646;0,01754;0,00709;12;FALSE;1;142;1;144;37;361;12;4704;101;134;73;1;19:04,0;nynnnnnnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/sip/siptransport.cpp;2;FALSE;FALSE;FALSE;FALSE;0,16646;0,01754;0,00355;12;FALSE;1;142;1;144;37;361;2;4704;101;146;84;2;47:06,0;nnynnnnnnn;1
Maintainers failure;Commercial;ring-daemon;src/media/media_decoder.cpp;5;TRUE;FALSE;FALSE;FALSE;0,45929;0,29167;0,34043;12;FALSE;7;73;7;78;46;402;169;2420;7;272;211;12;52:44,0;nnnnnnnnnn;0
Maintainers failure;Commercial;ring-daemon;src/media/media_decoder.cpp;5;TRUE;FALSE;TRUE;TRUE;0,40915;0,20833;0,04255;12;FALSE;5;73;5;78;46;402;55;2420;7;7;14;0;00:51,0;yyyynnynnn;5
Non-Maintainers failure;Commercial;ring-daemon;src/media/media_decoder.cpp;2;FALSE;FALSE;TRUE;FALSE;0,35906;0,125;0,12234;12;FALSE;3;73;3;78;46;402;21;2420;7;266;204;10;11:33,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/media/media_decoder.cpp;3;FALSE;FALSE;FALSE;FALSE;0,309;0,04167;0,01064;12;FALSE;1;73;1;78;46;402;16;2420;7;147;85;7;35:07,0;nnnnnnnynn;1
OK Non-Maintainers;Commercial;ring-daemon;src/ringdht/sips_transport_ice.cpp;2;FALSE;FALSE;FALSE;FALSE;0,31032;0,04167;0,0024;5;FALSE;1;50;1;52;79;525;2;4434;29;146;84;2;47:06,0;nnynnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/sip/sip_utils.cpp;2;FALSE;FALSE;TRUE;FALSE;0,36954;0,05556;0,15942;12;FALSE;1;39;1;41;25;133;11;1092;252;431;370;2;35:46,0;nnynnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/sip/sipaccount.cpp;3;FALSE;FALSE;TRUE;FALSE;0,11599;0,06569;0,16741;24;FALSE;9;520;9;525;181;1606;200;20606;34;120;59;3;34:45,0;nnnyynynny;4
OK Non-Maintainers;Commercial;ring-daemon;src/sip/sipaccount.cpp;2;FALSE;FALSE;FALSE;FALSE;0,17121;0,12409;0,01778;24;FALSE;17;520;17;525;181;1606;558;20606;34;546;484;42;44:53,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/sip/sipaccount.cpp;2;FALSE;FALSE;FALSE;FALSE;0,06077;0,0073;0,00148;24;FALSE;1;520;1;525;181;1606;2;20606;34;146;84;7;47:06,0;nnnnnnnynn;1
OK Non-Maintainers;Commercial;ring-daemon;src/call.h;3;FALSE;FALSE;FALSE;FALSE;0,22963;0,04762;0,01333;18;FALSE;2;166;2;171;180;150;6;3313;25;134;73;5;13:57,0;nnnnnynnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/call.h;2;FALSE;FALSE;FALSE;FALSE;0,21041;0,02381;0;18;FALSE;1;166;1;171;180;150;2;3313;25;50;58;4;52:59,0;nnnnynnnnn;1
Maintainers failure;Commercial;ring-daemon;src/media/audio/resampler.h;5;TRUE;FALSE;FALSE;FALSE;0,52535;0,27273;0,68182;11;FALSE;6;48;6;55;39;29;39;656;252;498;437;2;59:33,0;nnynnynynn;3
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_input.cpp;1;FALSE;FALSE;FALSE;FALSE;0,45623;0,18182;0,02974;9;FALSE;4;82;4;86;45;441;44;2320;32;296;234;6;54:58,0;nnnnnnynnn;1
Maintainers failure;Commercial;ring-daemon;src/client/configurationmanager.cpp;5;TRUE;TRUE;FALSE;TRUE;0,19406;0,10976;0,89455;25;FALSE;9;344;9;351;34;730;693;12197;14;277;216;17;25:01,0;nnnnnnnnnn;0
Maintainers failure;Commercial;ring-daemon;src/client/configurationmanager.cpp;5;TRUE;FALSE;TRUE;TRUE;0,29336;0,21951;0,05818;25;FALSE;18;344;18;351;34;730;231;12197;14;70;9;3;08:41,0;nnnyynnnny;3
Maintainers failure;Commercial;ring-daemon;src/client/configurationmanager.cpp;4;TRUE;TRUE;TRUE;TRUE;0,10581;0,0122;0,00727;25;FALSE;1;344;1;351;34;730;4;12197;14;146;84;10;08:21,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/client/configurationmanager.cpp;3;FALSE;FALSE;FALSE;FALSE;0,12787;0,03659;0,08364;25;FALSE;3;344;3;351;34;730;56;12197;14;125;63;7;53:09,0;nnnnnnnyyn;2
Non-Maintainers failure;Commercial;ring-daemon;src/client/configurationmanager.cpp;3;FALSE;TRUE;TRUE;TRUE;0,42578;0,36585;1;25;FALSE;30;344;30;351;34;730;507;12197;14;14;22;0;45:40,0;yyynnynnnn;4
OK Non-Maintainers;Commercial;ring-daemon;src/client/configurationmanager.cpp;2;FALSE;FALSE;FALSE;FALSE;0,10581;0,0122;0,02182;25;FALSE;1;344;1;351;34;730;6;12197;14;188;127;11;04:34,0;nnnnnnnnnn;0
Maintainers failure;Commercial;ring-daemon;src/preferences.cpp;4;TRUE;TRUE;TRUE;TRUE;0,23053;0,1;0,06284;18;FALSE;6;140;6;143;36;467;77;7035;7;105;44;3;25:56,0;nnnyyynynn;4
OK Non-Maintainers;Commercial;ring-daemon;src/preferences.cpp;3;FALSE;FALSE;FALSE;FALSE;0,20215;0,06667;0,06557;18;FALSE;4;140;4;143;36;467;78;7035;7;468;407;8;05:29,0;nnnnnnnnyn;1
Non-Maintainers failure;Commercial;ring-daemon;src/preferences.cpp;2;FALSE;FALSE;TRUE;FALSE;0,18796;0,05;0,11749;18;FALSE;3;140;3;143;36;467;45;7035;7;7;14;0;00:51,0;yyynnnnnnn;3
OK Non-Maintainers;Commercial;ring-daemon;src/fileutils.cpp;1;FALSE;FALSE;FALSE;FALSE;0,43341;0,16667;0,04918;14;FALSE;4;71;4;75;30;463;13;1086;8;8;15;0;19:19,0;ynnnnyyynn;4
